date,location,river,basin,latitude,longitude,elevation_m,DHM Station ,precipitation_mm,soil_moisture_0_100cm_m3m3,rain_mm,temperature_mean_c,dew_point_mean_c,precipitation_hours,relative_humidity_mean_pct,wind_speed_max_kmh,wind_gusts_max_kmh,wind_direction_dominant_deg,river_discharge_m3s
04-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.277,30.8,15.2,42,11,26.6,325,0.16
04-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0,0,0.301,29.2,16.7,49,9.7,13,27,0.59
04-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0,0,0.244,24,12.7,52,11.1,33.1,255,0.06
04-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.117,32.1,16,40,11.7,32,292,8.31
04-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0,0,0,0.363,21,12.5,59,9.3,61.2,234,0.72
05-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0,0,0.193,26.3,15.1,53,9.6,42.5,188,0.97
05-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0,0,0.208,31.6,18.2,46,13,29.5,88,8.66
05-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0.6,0.6,1,0.174,30.5,18.6,51,18.5,38.5,281,0.06
05-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.4,0.4,1,0.344,26.2,14.4,51,9,29.5,71,10.89
05-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0,0,0.251,30.4,20.6,57,13,30.6,34,0.09
05-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0.3,0.3,1,0.278,28.8,19.1,58,11.5,39.2,11,0.16
05-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0,0,0.299,29.3,18.4,53,8.6,14.4,32,0.59
05-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0,0,0.243,23.5,13.9,57,8.7,28.1,208,0.06
05-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,1.5,1.5,1,0.122,30.6,18.5,51,18.2,53.3,292,8.62
05-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,7.8,7.8,11,0.362,19.3,14.2,73,9.5,60.8,234,0.72
06-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0,0,0.194,26,16.3,59,13,47.2,177,0.97
06-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0.9,0.9,2,0.211,31.8,19.9,51,8.8,23.4,38,8.62
06-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.173,32.3,14.7,37,15.3,32,302,0.06
06-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.1,0.1,1,0.344,25.8,14.9,54,6.5,27,60,10.83
06-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0,0,0.252,30.8,20.7,56,11.4,23.8,12,0.09
06-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0.6,0.6,1,0.274,28.5,18.1,56,15.2,46.1,21,0.16
06-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0,0,0.297,29.5,19.3,57,7.2,18,28,0.59
06-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0.8,0.8,1,0.241,23.4,15.4,62,11.5,35.6,198,0.25
06-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.121,31.3,17.1,45,13,32.8,352,9.16
06-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,6.3,6.3,13,0.368,19.3,14.4,73,6.6,51.5,227,0.75
07-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0,0,0.193,26.7,16.7,57,11.8,42.1,184,0.97
07-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0,0,0.212,32.1,18.4,46,11,22,354,8.62
07-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.177,32.1,13.6,35,16.2,32.4,282,0.06
07-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,1.7,1.7,1,0.346,27.1,14.1,48,8.7,31.3,68,10.89
07-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0,0,0.253,31.4,19.7,52,10.9,24.8,11,0.09
07-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.275,30.4,15.2,43,11.1,34.2,356,0.16
07-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0,0,0.296,30.5,18.2,49,7.2,18,90,0.59
07-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,2.5,2.5,4,0.238,24.1,15.7,61,8,27.7,193,0.16
07-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.125,32.7,13.8,34,13,34.2,305,9.28
07-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,5.6,5.6,12,0.37,19.6,14.1,72,10,63,227,0.75
08-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.1,0.1,1,0.192,27.4,16.7,55,10,37.8,237,0.94
08-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0,0,0.21,33.2,20,47,12.2,23,79,8.53
08-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.179,32.6,13.8,34,22,37.8,287,0.06
08-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0,0,0.339,27.8,13,44,7.4,22.3,73,10.83
08-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0,0,0.253,31.8,20.9,54,11.1,28.1,28,0.09
08-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.281,30.7,14.9,42,9.2,30.6,321,0.16
08-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0,0,0.292,30.8,18.4,50,7.7,16.6,30,0.59
08-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,5.7,5.7,4,0.238,24.1,16.2,63,12.8,34.6,191,0.09
08-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.123,33.1,14.2,33,12.4,30.6,289,8.82
08-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,25.7,25.7,18,0.377,20.1,15.2,75,9.2,62.6,226,0.75
09-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0,0,0.194,28.3,17.1,53,12.3,44.3,199,0.94
09-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0,0,0.207,33.1,21.7,54,17.3,31.3,127,5.19
09-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.18,32.6,15.6,38,17.3,35.3,271,0.03
09-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0,0,0.338,28.9,14.2,45,8.3,26.6,80,8.89
09-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,1.2,1.2,4,0.257,30.2,23,67,12.6,34.6,76,0.09
09-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.28,30.8,16.4,45,8.9,28.4,38,0.16
09-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0,0,0.286,31.1,20.1,54,10.2,22.3,134,0.53
09-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0.1,0.1,1,0.238,25.1,16.4,60,7.4,23,218,0.09
09-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.126,32.4,15.6,39,17.7,45.4,300,4.81
09-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,12.1,12.1,19,0.383,21.8,17,75,8.2,58.3,222,0.75
10-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.3,0.3,3,0.192,28.1,18.4,58,8.5,36,173,0.94
10-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,4.6,4.6,6,0.207,31.4,22.6,62,16.2,30.2,106,4.41
10-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.179,33.8,18,41,15.5,30.6,230,0.03
10-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0,0,0.337,29.2,15.8,48,10,37.1,357,8.29
10-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0.8,0.8,4,0.263,29.5,23.7,72,12.4,32,107,0.09
10-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.276,31.7,18.8,49,10.5,31.7,335,0.16
10-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,9.4,9.4,2,0.283,31.2,22,60,8.6,15.1,202,0.53
10-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0.3,0.3,2,0.234,24.4,18,70,8.8,26.6,234,0.06
10-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.126,33.4,19.4,46,13.8,35.6,44,1.34
10-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,6.2,6.2,9,0.388,22.1,16.3,70,8.2,55.8,211,0.78
11-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.9,0.9,4,0.192,27.2,20,67,12.3,46.1,190,0.91
11-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,9.5,9.5,7,0.21,30.3,24.1,71,22.5,44.6,113,4.43
11-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.179,34.5,18.7,41,20.6,38.5,262,0.03
11-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0,0,0.33,30.6,15.6,43,7.5,31,219,8.16
11-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,23.4,23.4,10,0.269,28.6,24.4,79,12.6,31.7,120,0.09
11-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.273,32.7,20,50,11.5,39.2,256,0.16
11-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,18.1,18.1,7,0.303,28.8,24,76,20.5,45,340,0.53
11-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,1.5,1.5,6,0.236,23.7,19.5,79,11.5,32.8,287,0.25
11-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.128,34,20.6,47,15.6,40.7,294,0.37
11-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,6,6,7,0.388,21.4,16.6,76,7.9,55.1,210,0.81
12-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,3.9,3.9,10,0.194,25.9,20.9,76,9.4,38.5,228,0.92
12-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,10.5,10.5,12,0.234,28.3,24.1,79,17.7,32.8,101,4.53
12-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.177,34.2,18.3,41,17,32,280,0.02
12-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.8,0.8,5,0.329,28.8,18.7,60,9.7,36.7,272,8.1
12-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,4.7,4.7,13,0.291,27.3,24.4,85,12,30.6,126,0.11
12-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.27,31.6,20.7,55,9.4,32.8,16,0.16
12-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,8.5,8.5,10,0.301,28.2,23.2,75,14.1,31.7,17,0.55
12-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,6.1,6.1,16,0.238,23,19.5,82,8.9,27,264,0.64
12-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.126,33.8,20.1,46,13,34.6,203,0.14
12-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,14.6,14.6,9,0.391,22.6,17.1,72,8.9,56.5,196,0.91
13-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,16.8,16.8,14,0.197,26.3,20.8,74,9.8,37.4,198,0.95
13-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,10.4,10.4,8,0.237,28.7,24.4,78,13.3,31.7,118,4.94
13-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.175,36.1,18.3,37,30.6,55.1,279,0.02
13-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.1,0.1,1,0.328,30.2,18.2,52,11.4,35.6,27,8.12
13-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,29.3,29.3,12,0.296,27.6,24.2,82,11.2,31,96,0.11
13-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.268,31.9,21.8,59,11.1,39.6,323,0.16
13-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,29.6,29.6,9,0.313,27.3,23.6,81,14.4,44.6,350,0.58
13-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,8.2,8.2,16,0.245,22.7,19.3,83,7.7,22.3,210,4.98
13-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.124,35,19.8,43,24,60.1,292,0.11
13-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,1.4,1.4,5,0.391,23.4,18.3,74,8.4,57.6,212,1.59
14-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,26.9,26.9,22,0.203,24.6,21.1,82,8.7,33.1,226,1.77
14-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0.4,0.4,3,0.237,29,24.8,79,12.3,36,98,5.78
14-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.173,36,18.4,37,36.7,67.7,289,0.02
14-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.6,0.6,2,0.326,27.6,20,66,8.7,36.7,325,8.2
14-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,19.3,19.3,10,0.316,27.3,24.3,84,12.6,27.4,45,0.16
14-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.266,31.4,21.9,61,16.2,58,335,0.16
14-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,5.3,5.3,8,0.317,27.7,23.3,78,24.9,46.8,12,0.58
14-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,22.3,22.3,21,0.257,21.6,19.6,89,6.9,27.7,119,7.02
14-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.124,34.9,19.5,42,29.8,76.3,294,0.12
14-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,7.1,7.1,16,0.392,22.5,17.9,76,8.4,53.6,214,2.56
15-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,1.8,1.8,10,0.213,26.2,20.5,72,9,35.3,242,1.9
15-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0.3,0.3,2,0.234,30.4,24.7,73,22.1,41.4,114,6.59
15-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.172,35.4,18.2,37,33.5,63.7,287,0.02
15-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.3,0.3,2,0.327,29,18.2,55,9.7,33.8,43,8.31
15-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,5.1,5.1,8,0.32,28,24.3,81,10.5,32.4,99,0.2
15-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.265,32.5,20.5,53,18.1,59.8,258,0.16
15-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0.9,0.9,4,0.313,29,23.1,71,15.9,28.4,6,0.59
15-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,8.2,8.2,11,0.261,22.7,19.8,85,7.9,32,162,2.44
15-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.123,34.8,18.6,40,28.4,74.2,288,0.11
15-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,5.7,5.7,9,0.39,22.5,17.7,75,8.8,52.6,192,2.22
16-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.4,0.4,1,0.212,26.5,20.2,70,7.8,30.6,211,1.75
16-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0,0,0.232,30.8,24,69,21.4,39.2,114,6.43
16-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.17,35.5,18.4,38,28.5,54,286,0.02
16-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0,0,0.329,30,17.3,49,6.8,22,83,8.38
16-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,3,3,7,0.318,27.9,24.6,83,13.9,33.8,134,0.17
16-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.263,32.9,20.1,50,14.7,48.6,252,0.16
16-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0,0,0.309,29.6,23.3,70,9.4,19.4,8,0.58
16-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,1.5,1.5,9,0.259,23.3,19.8,81,7.1,23.8,205,1.01
16-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.122,34.8,18.6,40,23.5,59.8,289,0.11
16-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,2.2,2.2,12,0.387,22.6,17.8,75,9.3,59,191,2.13
17-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,10.8,10.8,13,0.212,27.2,21.1,71,7.8,31.3,220,1.64
17-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,4.3,4.3,2,0.231,30.6,24.5,71,20.2,38.2,119,6.06
17-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.169,35.8,19.3,39,25.5,49.3,291,0.02
17-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,1,1,3,0.325,30.5,18.7,51,8.7,52.9,82,8.42
17-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,1.4,1.4,9,0.316,28.4,24.3,79,12,29.9,128,0.16
17-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.261,33.4,20.9,51,15.9,52.9,287,0.16
17-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,7,7,3,0.307,30,23.6,70,14.2,33.8,5,0.58
17-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,10.1,10.1,14,0.259,24,20.4,81,8.7,29.9,283,1.28
17-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0,0,0.122,35.7,18.8,38,22.9,59,296,0.09
17-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,7.8,7.8,10,0.386,23,18.2,74,8.1,53.6,204,2.17
18-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,3.3,3.3,8,0.212,27,21,71,10.6,38.5,219,1.62
18-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,4.6,4.6,7,0.242,29.2,23.7,73,20.3,38.2,119,6.14
18-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0,0,0.168,35.6,21.1,44,19.1,37.8,283,0.02
18-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,12.8,12.8,6,0.322,29.2,21,64,9.2,36,346,8.46
18-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,24.5,24.5,12,0.323,27.2,23.7,82,13.3,33.8,141,0.19
18-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0,0,0.259,32.5,22.8,59,14.1,45.4,328,0.16
18-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,15.5,15.5,4,0.306,29.2,24.1,75,11.4,22.3,20,0.58
18-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,2.9,2.9,11,0.258,23.6,20.3,83,12,38.9,298,1.25
18-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0.7,0.7,1,0.122,35.2,20.8,44,19.6,50.8,293,0.09
18-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,2.6,2.6,8,0.39,23.9,18.1,71,10.8,62.3,199,2.48
19-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,1.7,1.7,7,0.212,26.5,21.1,73,8.7,34.9,209,1.59
19-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,5.5,5.5,6,0.244,28.6,23.9,77,17.1,32.4,120,7.36
19-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,3.8,3.8,4,0.167,34.8,21.4,49,17.8,32.8,227,0.02
19-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.7,0.7,2,0.325,29.3,21.3,66,5.4,22,269,9.84
19-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,25.4,25.4,13,0.334,26.7,23.8,85,13,33.5,141,0.28
19-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,1.9,1.9,6,0.259,33,22.8,59,11.5,38.5,232,0.16
19-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,4.5,4.5,3,0.305,29.6,24,73,8.4,16.2,357,0.63
19-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,3.6,3.6,13,0.258,23.1,20.5,86,10,35.6,290,2.94
19-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,1.2,1.2,3,0.121,34.8,21.3,49,13.4,36.4,271,0.14
19-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.9,0.9,5,0.388,23.2,18.2,74,9.6,56.2,193,3.06
20-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,4.7,4.7,6,0.212,26.1,20.8,74,8.4,38.9,173,1.59
20-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0.7,0.7,3,0.244,28.9,24.7,79,16.5,34.9,127,7.97
20-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,25.6,25.6,12,0.173,30.4,25,75,15,40.7,137,0.02
20-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0,0,0.332,29.3,21,63,4,27,87,10.67
20-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,31.8,31.8,15,0.341,26.9,24.6,87,14.1,34.9,144,0.39
20-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,13.1,13.1,14,0.265,29.2,25.4,82,7.7,32.4,82,0.16
20-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,9.1,9.1,5,0.306,29.1,24.5,77,10.1,43.6,163,0.66
20-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,4.4,4.4,7,0.264,23.5,19.9,81,8.7,37.8,287,2.18
20-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,12.5,12.5,7,0.126,32.2,23.7,63,11.7,38.2,124,0.41
20-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,1,1,6,0.385,23.3,17.7,71,8,53.3,199,3.02
21-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,5.1,5.1,10,0.206,27.3,21.7,73,8.1,40.3,216,1.58
21-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,38.9,38.9,12,0.249,28.8,25,81,16.7,34.2,118,8.1
21-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,4.7,4.7,7,0.186,30.3,25.4,76,21.4,42.5,119,0.02
21-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,1.9,1.9,5,0.33,29.7,22.6,68,9.8,32.4,208,10.83
21-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,17.4,17.4,20,0.341,27.3,25.1,88,8.6,24.8,137,0.5
21-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,9.7,9.7,10,0.292,29.4,26.2,84,8.2,36.4,51,0.16
21-06-2023,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,35.8,35.8,11,0.321,28.9,25.3,82,12.8,28.4,106,0.66
21-06-2023,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,3.4,3.4,11,0.263,24.1,20.6,82,10.6,33.5,298,1.47
21-06-2023,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,15.5,15.5,11,0.146,30.6,25.3,74,14.1,38.9,103,1.95
21-06-2023,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0,0,0,0.385,23.5,17.7,70,6.3,49.3,227,2.89
22-06-2023,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,47.6,47.6,20,0.215,26.7,22.7,80,7.9,35.3,230,1.64
22-06-2023,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,57.2,57.2,15,0.278,28.7,25.2,82,18.8,34.9,116,8.35
22-06-2023,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,1.1,1.1,5,0.178,31.6,24.7,68,17.7,32,122,0.02
22-06-2023,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,1.5,1.5,8,0.331,29.8,23.8,72,8.6,31,220,11.16
22-06-2023,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,50.2,50.2,19,0.349,27.4,24.9,87,10.8,27.4,126,0.87
22-06-2023,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,1,1,10,0.29,30.4,25.6,77,7.8,27,40,0.16
