date,location,river,basin,latitude,longitude,elevation_m,DHM Station ,precipitation_mm,soil_moisture_0_100cm_m3m3,rain_mm,temperature_mean_c,dew_point_mean_c,precipitation_hours,relative_humidity_mean_pct,wind_speed_max_kmh,wind_gusts_max_kmh,wind_direction_dominant_deg,river_discharge_m3s
30-04-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.172,0,31.7,4.6,0,20,23.6,44.3,291,0.05
30-04-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.299,0,26.6,4.3,0,28,11.2,37.1,232,10.02
30-04-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0.283,0,28.2,14.2,0,46,15.4,43.6,345,0.08
30-04-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.252,0,29.8,7.3,0,29,14.7,47.2,284,0.11
30-04-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.374,0,27,13.4,0,46,14.2,27.4,330,0.55
30-04-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.214,0,24.9,4.8,0,30,14.8,41.4,287,0
30-04-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.214,0,31.4,5.5,0,21,23.7,57.6,303,5.78
30-04-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0,0.304,0,20.4,8,0,47,12.8,68.4,224,0.5
01-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0.169,0,24.8,0.2,0,22,13,43.9,206,0.81
01-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.205,0,30.5,4.4,0,21,16.3,32,323,7.49
01-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.171,0,29.9,1.6,0,19,24.5,43.6,288,0.03
01-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.298,0,23.5,2,0,27,12,33.5,12,9.99
01-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0.281,0,27.1,14.8,0,49,17.1,36,14,0.06
01-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.25,0,28,4.5,0,28,21,62.6,274,0.11
01-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.374,0,25.5,9.8,0,41,15,22.7,310,0.55
01-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.213,0,23.6,-1.2,0,22,13.7,37.1,228,0
01-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.213,0,29.7,2.1,0,19,24.1,58.3,305,5.56
01-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0,0.299,0,19.5,0.7,0,29,16.3,82.8,209,0.5
02-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0.168,0,23.9,0.4,0,25,14.6,48.2,211,0.81
02-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.204,0,29.1,4.2,0,23,22,46.4,289,7.49
02-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.17,0,28.2,4.7,0,24,14.9,31.3,274,0.03
02-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.298,0,25.5,1.2,0,24,9.5,30.6,172,9.96
02-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0.279,0,26.8,9.4,0,36,21.4,53.6,337,0.06
02-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.249,0,26.4,7.8,0,38,13.5,41.8,353,0.11
02-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.378,0,24.7,11,0,45,8.3,17.3,30,0.55
02-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.212,0,23.2,1,0,26,13.8,36.4,227,0
02-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.217,0,27.2,7,0,29,13.1,34.6,298,5.25
02-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0,0.297,0,18.3,0.6,0,32,13.3,72,286,0.52
03-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0.171,0,25.2,5.7,0,32,15.4,47.9,179,0.8
03-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.201,0,28.8,9.9,0,33,9.4,24.1,73,7.49
03-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.169,0,30.7,7,0,24,13.1,29.5,250,0.03
03-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.297,0,28,6.1,0,28,13,41,168,9.96
03-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0.282,0,26.9,12.8,0,43,13.1,28.1,39,0.06
03-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.248,0,28.3,10.4,0,37,11.9,38.5,75,0.11
03-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.377,0,26.4,12.8,0,46,8.7,14.8,15,0.55
03-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.211,0,24,4.6,0,30,11.8,35.3,226,0
03-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.221,0,28.6,10.5,0,34,11.7,31,274,5.58
03-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0,0.294,0,20.9,6.2,0,40,12.8,67.3,236,0.49
04-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0.168,0,25.1,9.1,0,40,19.3,60.5,167,0.8
04-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.199,0,28.9,13.2,0,40,19.8,41,91,7.53
04-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.169,0,31.3,9.3,0,27,13.7,28.8,231,0.03
04-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.297,0,27.3,9.8,0,36,14.4,51.1,53,9.96
04-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0.287,0,27.4,15.1,0,48,16.2,34.2,35,0.05
04-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.246,0,28.7,11.9,0,40,11,36.7,17,0.11
04-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.377,0,26,14.9,0,53,9.7,18.7,5,0.55
04-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.21,0,23.6,6.4,0,36,13.8,41.4,272,0
04-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.221,0,29.6,11.9,0,36,12.5,32.4,311,6.01
04-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.2,0.293,0.2,18.4,9.8,2,58,12.1,65.2,230,0.45
05-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.8,0.171,0.8,25.1,10.7,2,43,13.9,45,158,0.8
05-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.198,0,29.4,17,0,50,28.4,52.9,112,7.57
05-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.168,0,32.9,8.8,0,24,15.1,31,231,0.03
05-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.298,0,28.6,7.2,0,29,7.6,24.1,35,9.99
05-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0.4,0.294,0.4,26.4,18.4,3,64,14.1,29.2,86,0.05
05-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.245,0,30.6,10.4,0,34,12.6,41.8,349,0.11
05-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.38,0,26.2,17.4,0,60,13,23.8,4,0.55
05-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.209,0,23.8,9.1,0,42,13.5,39.6,284,0
05-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.217,0,30.8,12,0,33,15.4,39.6,349,6.59
05-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.2,0.291,0.1,19.2,10.9,1,60,8.9,56.5,239,0.45
06-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.2,0.169,0.2,24.9,13.9,2,55,13.8,46.8,199,0.8
06-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.195,0,28.5,17.6,0,53,26.8,54.4,113,7.45
06-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.168,0,32.4,14.2,0,35,23.1,39.2,137,0.03
06-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.9,0.297,0.9,28,9.8,1,37,13,35.3,30,9.99
06-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0.3,0,26,18.5,0,65,20.9,49,117,0.05
06-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.244,0,29.7,13.8,0,41,11.5,38.2,314,0.11
06-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,6,0.386,6,26.2,19.6,4,69,14,30.6,355,0.55
06-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0.5,0.21,0.5,23.3,11.7,3,53,12.4,37.4,241,0
06-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.215,0,31.3,15.6,0,40,16,40,113,6.71
06-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.2,0.289,0.2,18.9,10.9,2,61,8.4,56.5,250,0.41
07-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,8.2,0.177,8.2,21,17,10,79,10.2,36,210,0.8
07-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,4.6,0.198,4.6,27.3,18.1,4,60,26.7,54.4,110,7.38
07-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0.4,0.167,0.4,30.3,17.4,1,47,24.7,46.8,124,0.03
07-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,1.9,0.297,1.9,26.4,12.6,6,44,11.2,38.5,193,9.94
07-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,9.9,0.303,9.9,25.4,18.9,6,69,16.3,40.3,74,0.05
07-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,2.6,0.243,2.6,27.6,18.3,2,59,7.6,25.9,42,0.11
07-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,31,0.404,31,23.9,20.1,13,81,7.4,19.8,345,0.55
07-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,17.7,0.213,17.7,19.3,15.3,14,79,7.6,29.5,161,0
07-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0.5,0.213,0.5,28.7,18.2,1,54,18,45.4,106,6.78
07-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,4.1,0.287,4.1,17.6,12.3,4,73,7.4,50.8,239,0.44
08-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,8.2,0.191,8.2,21,16.9,8,78,9.3,32.8,219,0.8
08-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,1.9,0.212,1.9,25.7,19.2,2,69,12.1,29.2,111,7.59
08-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,1.4,0.17,1.4,28.1,18.3,3,56,16.9,32.8,104,0.03
08-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,4.4,0.299,4.4,24.3,16.3,8,63,6.6,31,299,9.96
08-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,3,0.304,3,24.8,18.2,1,68,10.2,26.3,37,0.05
08-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,11.9,0.247,11.9,24.4,20.2,6,80,13.7,41.8,40,0.11
08-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0.6,0.407,0.6,23,19.6,4,82,7.6,17.6,9,0.56
08-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,6.9,0.22,6.9,18.4,15.4,14,84,6.8,25.2,147,1.5
08-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,3.5,0.22,3.5,26.8,18.8,4,62,14.1,36,80,6.83
08-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,17.1,0.295,16.3,17.3,13,12,77,8,47.2,219,0.45
09-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,7.6,0.214,7.6,22,16.1,6,72,11.3,41.4,187,0.86
09-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.214,0,26.8,19.6,0,66,15.6,33.1,119,7.79
09-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,1.1,0.172,1.1,28.7,18.6,3,56,18.3,38.5,106,0.03
09-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,1.1,0.305,1.1,24.1,16.6,5,66,9.8,31.3,249,9.96
09-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0.304,0,25.1,19.4,0,72,11.4,28.1,77,0.05
09-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0.7,0.256,0.7,25.8,19.9,2,73,10.2,32.8,43,0.11
09-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0.1,0.403,0.1,25.6,20.2,1,74,10.2,25.9,51,0.56
09-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,1.9,0.224,1.9,19.7,15.2,7,78,7.2,25.2,148,3.09
09-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0.4,0.226,0.4,27.8,19.1,2,61,14.1,34.9,94,7.15
09-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,3.4,0.301,2.8,18.1,12.7,5,71,8.5,51.1,246,0.49
10-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,1.9,0.232,1.9,22.5,17,5,73,9.2,32,206,1.01
10-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.212,0,27.3,18.9,0,61,11.8,27.7,116,7.59
10-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.17,0,30.1,18.8,0,52,15.8,31.3,126,0.03
10-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.6,0.308,0.6,26.8,16.5,1,55,10.2,31.3,209,9.89
10-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0.2,0.302,0.2,25.6,19.2,2,69,10.2,28.8,60,0.08
10-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0.4,0.256,0.4,27.6,20,2,66,8.2,27,26,0.22
10-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0.1,0.397,0.1,25.9,19.9,1,71,10.2,23.8,31,0.58
10-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,4.2,0.231,4.2,20.3,15.6,6,77,7.1,20.2,196,1.56
10-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0.3,0.227,0.3,28.5,19.8,2,60,10.9,28.1,108,5.9
10-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.3,0.302,0.3,19,13,2,68,7.2,48.2,250,0.58
11-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,5.6,0.227,5.6,23.2,18,8,74,9.2,33.1,203,1.06
11-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,15.7,0.208,15.7,28.2,20.2,8,65,23.5,47.5,107,7.41
11-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,9.7,0.176,9.7,27.7,21,3,68,19.8,38.2,71,0.03
11-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,1.1,0.31,1.1,25.1,18.4,3,70,6.2,26.3,189,9.84
11-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,11,0.295,11,27.3,20.4,7,68,11.5,29.5,114,0.06
11-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,7.3,0.257,7.3,25.7,21.3,3,78,7.9,45,12,0.12
11-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,1.1,0.388,1.1,26.7,21.1,6,73,8.6,19.4,351,0.59
11-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,11.5,0.228,11.5,20.2,16.9,14,83,7.6,19.8,171,0.7
11-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,5.5,0.226,5.5,27.9,20.4,1,64,12.7,37.4,68,3.59
11-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.1,0.299,0.1,19.8,13.4,1,67,7.3,51.1,251,0.59
12-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,4.9,0.22,4.9,21.7,18.4,10,83,8.2,29.2,237,0.99
12-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,7.2,0.229,7.2,26,22,10,80,10.4,24.5,95,7.34
12-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,19.5,0.182,19.5,27.4,21.2,7,69,16.3,36,104,0.03
12-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,5.1,0.318,5.1,23.4,18.2,4,74,6.6,27.7,265,9.84
12-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,3.3,0.306,3.3,25.2,21.4,7,80,9.8,26.6,40,0.05
12-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,14.9,0.262,14.9,25.2,21.5,5,81,8.9,38.5,31,0.11
12-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,4.9,0.388,4.9,25,21.7,6,82,7.6,23.4,50,0.58
12-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,12.1,0.236,12.1,19.4,16.9,11,87,6.9,21.2,161,1.01
12-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,10,0.229,10,27.5,21.3,4,70,10.1,27.4,66,2.5
12-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,1.1,0.302,1.1,18.7,13.8,7,74,7.9,49,245,0.49
13-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.9,0.217,0.9,22.4,17.5,4,76,8.7,36.7,122,0.97
13-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0.8,0.232,0.8,28,21.6,3,69,10.1,24.5,76,7.41
13-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,3.9,0.175,3.9,29.1,19.3,1,58,16.5,37.4,72,0.03
13-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,1.2,0.322,1.2,24.6,16.2,1,63,7.6,23.8,35,9.84
13-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0.3,0.306,0.3,27.1,21.3,2,72,10.5,23.8,36,0.05
13-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0.1,0.255,0.1,26.6,20.3,1,72,14,42.1,11,0.16
13-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.386,0,25.8,21.1,0,77,9.5,23,278,0.58
13-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,4.1,0.242,4.1,20.1,16.5,6,81,6.9,21.6,167,2.4
13-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0.6,0.226,0.6,28.5,19.8,1,60,12.1,30.6,348,2.27
13-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,16.5,0.31,16.5,18.3,13.5,12,74,7.9,49.3,245,0.52
14-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0.211,0,23.7,17.2,0,70,9.4,33.1,169,1.19
14-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0.2,0.225,0.2,29.2,21.4,1,63,9.9,18,41,7.51
14-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.169,0,31.8,17.4,0,44,16.4,31.3,4,0.03
14-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0.1,0.322,0.1,26.4,13.8,1,50,8.4,33.1,37,9.89
14-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,1.7,0.303,1.7,28.4,21.3,2,66,12.6,27.4,15,0.06
14-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.257,0,28,18.9,0,62,10.9,36,1,0.14
14-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.381,0,27.1,21.7,0,74,8.4,18,340,0.58
14-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0.7,0.244,0.7,21.6,16.7,5,76,8.1,23.4,219,1.16
14-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.221,0,29.8,18.5,0,53,12.6,32.8,346,2.09
14-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.4,0.307,0.4,20.5,13,4,64,11.2,60.1,237,0.55
15-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.3,0.202,0.3,25,17.1,1,64,7.6,30.6,142,1.16
15-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0.2,0.216,0.2,29.9,21.7,1,63,15.4,28.1,47,7.57
15-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.175,0,31.7,12.8,0,35,16.2,30.2,145,0.03
15-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.325,0,27.2,10.7,0,40,6.1,24.5,18,9.84
15-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0.7,0.295,0.7,29.1,21.9,2,66,12.1,26.3,17,0.06
15-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.259,0,29.4,14.7,0,47,10.5,35.6,17,0.11
15-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.375,0,27.7,22,0,73,8.3,16.6,2,0.58
15-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.243,0,22.4,16.7,0,72,13.1,33.8,240,0.45
15-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.213,0,30.9,14.3,0,40,12.3,32.8,337,1.9
15-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.9,0.306,0.9,19.4,13.3,6,69,9.2,55.1,224,0.66
16-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0.1,0.199,0.1,25.3,16.3,1,60,14.6,47.2,160,1.09
16-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0.2,0.208,0.2,29.9,20.6,1,59,8.2,22.7,20,7.47
16-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.175,0,32.2,12.9,0,34,12.1,23.4,337,0.03
16-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.326,0,28,11.5,0,39,11.1,28.1,47,9.84
16-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0.4,0.289,0.4,29.1,21.7,1,65,12,26.6,21,0.05
16-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.258,0,29.5,15.8,0,48,11.2,36,21,0.11
16-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.367,0,27.8,20.4,0,67,6.2,16.2,41,0.56
16-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.239,0,23.4,13.3,0,54,9.4,27.7,257,0.33
16-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.209,0,31.2,14.6,0,40,13.3,34.6,316,1.69
16-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,0.4,0.303,0.4,20.4,12.9,4,63,10.8,59.8,231,0.52
17-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,0,0.193,0,25.7,16.5,0,60,11,37.8,160,1.06
17-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,0,0.212,0,30.7,21.7,0,61,10.4,21.2,355,7.38
17-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.189,0,32.6,16.3,0,39,11.3,21.6,142,0.03
17-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.322,0,29.8,11.3,0,34,8.7,24.8,58,9.79
17-05-2024,Chatara,Saptakoshi,Koshi,26.855192,87.152283,153,695,0,0.288,0,30,21.3,0,61,13.5,27.4,15,0.05
17-05-2024,Chisapani,Karnali,Karnali,28.653056,81.286944,2215,280,0,0.266,0,30.1,17.3,0,51,9.5,31.7,27,0.11
17-05-2024,Devghat,Narayani,Narayani/Gandak,27.71,84.43,603,450,0,0.363,0,28.4,20.6,0,65,7.4,15.1,21,0.56
17-05-2024,Khokana,Bagmati,Bagmati,27.632222,85.293333,1315,550.05,0,0.236,0,24.3,13.9,0,54,12.3,33.1,283,0.19
17-05-2024,Kusum,West Rapti,Rapti,28.0075,82.093889,6367,375,0,0.211,0,32.2,16.3,0,41,11.7,31.3,332,1.39
17-05-2024,Rasuwagadhi,Bhote Koshi,Narayani,28.271297,85.377649,1749,446.22,1.4,0.304,1.4,21.3,15.1,8,68,7.9,51.1,244,0.53
18-05-2024,Bahrabise,Bhote Koshi,Koshi,27.786773,85.899324,1870,610,7,0.191,7,25.5,18.1,9,66,13.4,40.3,196,1.06
18-05-2024,Belsot,Kamala,Kamala,26.912863,86.24833,188,595.5,10.2,0.216,10.2,30.2,22.8,3,66,16.6,34.9,104,7.34
18-05-2024,Bhada Bridge,Babai,Babai,28.188822,81.36565,157,291,0,0.199,0,33.4,17.6,0,41,16.7,29.5,139,0.03
18-05-2024,Chameliya/Nayalbadi,Chamelia,Mahakali,29.67442,80.56268,685,120,0,0.325,0,30.6,11.5,0,34,12.1,38.9,23,9.79
